ID,STATE_CODE,CITY,LAT,LONG,POP
4595864,SC,Simpsonville,34.73706,-82.25428,20736
4595921,SC,Six Mile,34.80733,-82.8207,683
4596115,SC,Smoaks,33.08961,-80.81399,124
4596129,SC,Smyrna,34.27347,-81.70789,59
4596130,SC,Smyrna,35.04263,-81.4062,46
4596174,SC,Snelling,33.23987,-81.45594,259
4596208,SC,Socastee,33.6835,-78.99837,19952
4596238,SC,Society Hill,34.51266,-79.8509,548
4597044,SC,South Congaree,33.91099,-81.13565,2388
4597113,SC,South Sumter,33.881,-80.345,2411
4597140,SC,Southern Shops,34.98595,-81.99455,3767
4597200,SC,Spartanburg,34.94957,-81.93205,37867
4597397,SC,Springdale,34.68931,-80.78618,2574
4597398,SC,Springdale,33.95932,-81.10898,2783
4597418,SC,Springfield,33.49682,-81.27927,503
4597554,SC,Startex,34.92845,-82.099,859
4597573,SC,Stateburg,33.95765,-80.53481,1380
4597581,SC,Starr,34.37705,-82.69569,191
4597820,SC,Stuckey,33.73183,-79.51256,235
4597882,SC,Sullivans Island,32.76323,-79.83675,1791
4597911,SC,Summerton,33.60822,-80.3512,965
4597919,SC,Summerville,33.0185,-80.17565,48848
4597943,SC,Summit,33.92487,-81.42205,432
4597948,SC,Sumter,33.92044,-80.34147,40816
4598052,SC,Surfside Beach,33.606,-78.97309,4280
4598098,SC,Swansea,33.73821,-81.09787,891
4598168,SC,Sycamore,33.03571,-81.22205,161
4598322,SC,Tatum,34.64405,-79.58644,72
4598353,SC,Taylors,34.92039,-82.29623,21617
4598379,SC,Tega Cay,35.02431,-81.02785,9608
4598650,SC,Tigerville,35.06845,-82.36845,1312
4598692,SC,Timmonsville,34.13488,-79.93979,2378
4598865,SC,Travelers Rest,34.96762,-82.44345,4994
4598889,SC,Trenton,33.74402,-81.84067,191
4599023,SC,Troy,33.98762,-82.2979,93
4599063,SC,Turbeville,33.89072,-80.01841,804
4599199,SC,Ulmer,33.09738,-81.20816,78
4599214,SC,Union,34.71541,-81.62371,8045
4599440,SC,Utica,34.67816,-82.93154,1489
4599455,SC,Valley Falls,35.01595,-81.97483,6299
4599470,SC,Vance,33.43377,-80.42287,166
4599493,SC,Varnville,32.85044,-81.07927,2067
4599937,SC,Wade Hampton,34.90373,-82.33317,20622
4599961,SC,Wagener,33.65237,-81.36121,822
4599981,SC,Walhalla,34.76482,-83.06404,4251
4600013,SC,Wallace,34.72016,-79.84145,892
4600065,SC,Walterboro,32.90517,-80.66677,5278
4600120,SC,Ward,33.85791,-81.72983,92
4600141,SC,Ware Shoals,34.39845,-82.24679,2175
4600152,SC,Ware Place,34.62789,-82.39096,228
4600173,SC,Warrenville,33.55097,-81.804,1233
4600279,SC,Waterloo,34.35151,-82.05928,160
4600375,SC,Wedgefield,33.89266,-80.51814,1615
4600381,SC,Wedgewood,33.88377,-80.51258,1628
4600413,SC,Welcome,34.82651,-82.43901,6668
4600434,SC,Wellford,34.95095,-82.10594,2526
4600541,SC,West Columbia,33.99349,-81.07398,16060
4600598,SC,West Pelzer,34.64484,-82.47013,906
4600620,SC,West Union,34.75982,-83.04293,312
4600661,SC,Westminster,34.66482,-83.09654,2484
4600990,SC,Whitmire,34.50291,-81.61149,1462
4601093,SC,Wilkinson Heights,33.5021,-80.83315,2493
4601112,SC,Williams,33.03461,-80.8426,115
4601167,SC,Williamston,34.61845,-82.47791,4124
4601178,SC,Willington,33.97207,-82.4668,142
4601196,SC,Williston,33.40265,-81.42011,3028
4601295,SC,Windsor,33.48181,-81.51372,122
4601335,SC,Winnsboro,34.3807,-81.08648,3351
4601336,SC,Winnsboro Mills,34.36181,-81.08537,1898
4601475,SC,Woodfield,34.05932,-80.93092,9303
4601484,SC,Woodford,33.66737,-81.10926,180
4601547,SC,Woodruff,34.73957,-82.03705,4129
4601693,SC,Yemassee,32.69018,-80.85066,981
4601703,SC,York,34.9943,-81.24202,8009
4601991,TN,Adams,36.58227,-87.06556,656
4602039,TN,Adamsville,35.23591,-88.3906,2239
4602167,TN,Alamo,35.78479,-89.11729,2487
4602181,TN,Alcoa,35.78953,-83.97379,9316
4602270,TN,Alexandria,36.07756,-86.03332,976
4602283,TN,Algood,36.19589,-85.44858,3725
4602305,TN,Allardt,36.3809,-84.88439,631
4602483,TN,Altamont,35.42952,-85.72303,1027
4602702,TN,Andersonville,36.19869,-84.03714,472
4602916,TN,Apison,35.02396,-85.02384,2469
4602982,TN,Ardmore,34.99203,-86.84667,1213
4603001,TN,Arlington,35.2962,-89.66147,11625
4603225,TN,Ashland City,36.27422,-87.06417,4649
4603284,TN,Athens,35.44285,-84.59299,13688
4603330,TN,Atwood,35.97312,-88.67811,918
4603335,TN,Auburntown,35.94756,-86.09721,269
4603347,TN,Atoka,35.44119,-89.77814,9064
4603616,TN,Baileyton,36.33427,-82.83683,431
4603894,TN,Baneberry,36.0637,-83.29572,482
4603908,TN,Banner Hill,36.13066,-82.42458,1497
4604183,TN,Bartlett,35.20453,-89.87398,58579
4604411,TN,Baxter,36.15367,-85.64359,1384
4604504,TN,Bean Station,36.3437,-83.28406,3104
4605169,TN,Beersheba Springs,35.46674,-85.65414,470
4605229,TN,Bell Buckle,35.59174,-86.35416,517
4605324,TN,Belle Meade,36.09589,-86.85694,3004
4605372,TN,Bells,35.71118,-89.08756,2447
4605577,TN,Benton,35.17424,-84.65355,1292
4605665,TN,Berry Hill,36.117,-86.76639,547
4605907,TN,Bethel Springs,35.23369,-88.60644,713
4606037,TN,Bethpage,36.48171,-86.31193,288
4606483,TN,Big Sandy,36.23478,-88.08531,542
4607005,TN,Blaine,36.15425,-83.70407,1867
4607177,TN,Bloomingdale,36.58455,-82.48932,9888
4607201,TN,Blountville,36.53316,-82.32681,3074
4607414,TN,Bluff City,36.47427,-82.26097,1723
4607598,TN,Bolivar,35.25619,-88.98784,5093
4607647,TN,Bon Aqua Junction,35.92784,-87.31084,1230
4607949,TN,Bowman,36.06118,-85.02829,302
4608122,TN,Braden,35.37953,-89.56813,274
4608147,TN,Bradford,36.07645,-88.81006,1011
4608313,TN,Bransford,36.50421,-86.26999,170
4608408,TN,Brentwood,36.03312,-86.78278,41763
4608418,TN,Brentwood Estates,36.02506,-86.77917,31279
4608615,TN,Brighton,35.08009,-86.43916,2328
4608616,TN,Brighton,35.48397,-89.72508,2996
4608657,TN,Bristol,36.59511,-82.18874,26666
4609116,TN,Brownsville,35.59397,-89.26229,9876
4609163,TN,Bruceton,36.03812,-88.24449,1434
4609789,TN,Bulls Gap,36.25704,-83.086,724
4609975,TN,Burlison,35.55703,-89.77897,418
4610022,TN,Burns,36.05339,-87.31251,1473
4610363,TN,Byrdstown,36.57451,-85.12884,814
4610524,TN,Calhoun,35.29646,-84.748,495
4610643,TN,Camden,36.05895,-88.09782,3575
4611656,TN,Carthage,36.25228,-85.95165,2278
4611691,TN,Caryville,36.29897,-84.22326,2200
4611742,TN,Castalian Springs,36.39366,-86.30805,556
4612196,TN,Cedar Hill,36.17534,-85.67498,304
4612197,TN,Cedar Hill,36.55143,-86.99917,318
4612315,TN,Celina,36.55006,-85.50525,1494
4612455,TN,Centertown,35.72507,-85.92054,246
4612465,TN,Centerville,35.77896,-87.46696,3584
4612474,TN,Central,36.32622,-82.28958,2279
4612476,TN,Central,35.80369,-89.5373,2686
4612725,TN,Chapel Hill,35.62646,-86.69333,1467
4612805,TN,Charleston,35.2873,-84.75827,676
4612828,TN,Charlotte,36.17728,-87.33973,1506
4612862,TN,Chattanooga,35.04563,-85.30968,181099
4613068,TN,Chesterfield,35.63451,-88.26699,469
4613501,TN,Christiana,35.71007,-86.39944,9830
4613533,TN,Chuckey,36.21594,-82.68821,9560
4613560,TN,Church Hill,36.52232,-82.71349,6719
4613838,TN,Clarkrange,36.1834,-85.01746,575
4613863,TN,Clarksburg,35.87173,-88.3931,380
4613868,TN,Clarksville,36.52977,-87.35945,166722
4614088,TN,Cleveland,35.15952,-84.87661,43898
4614136,TN,Clifton,35.38702,-87.99531,2663
4614214,TN,Clinton,36.10341,-84.13186,10049
4614366,TN,Coalfield,36.02897,-84.42076,2463
4614370,TN,Coalmont,35.33758,-85.70414,821
4614720,TN,Collegedale,35.05313,-85.05023,10743
4614748,TN,Collierville,35.04204,-89.66453,48863
4614818,TN,Collinwood,35.17425,-87.7378,973
4614843,TN,Colonial Heights,36.4851,-82.5032,6934
4614867,TN,Columbia,35.61507,-87.03528,36800
4615051,TN,Condon,36.18119,-83.7938,1866
4615145,TN,Cookeville,36.16284,-85.50164,32113
4615331,TN,Coopertown,36.43755,-86.96722,4401
4615418,TN,Copperhill,34.98897,-84.37076,328
4615514,TN,Cornersville,35.36146,-86.83972,1222
4615582,TN,Cottage Grove,36.37923,-88.47921,88
4615631,TN,Cottontown,36.45143,-86.53805,367
4615804,TN,Covington,35.56425,-89.64647,9036
4615851,TN,Cowan,35.16453,-86.01054,1704
4615975,TN,Crab Orchard,35.90924,-84.878,759
4616393,TN,Cross Plains,36.54866,-86.69611,1722
4616470,TN,Crossville,35.94896,-85.0269,11411
4616556,TN,Crump,35.22175,-88.31809,1400
4616675,TN,Cumberland City,36.39339,-87.63641,302
4616691,TN,Cumberland Gap,36.59953,-83.66853,492
4617112,TN,Dandridge,36.01537,-83.41489,2924
4617173,TN,Darden,35.63812,-88.21698,399
4617536,TN,Dayton,35.49396,-85.01245,7384
4617650,TN,Decatur,35.51479,-84.79022,1575
4617664,TN,Decaturville,35.58424,-88.11948,869
4617668,TN,Decherd,35.2098,-86.07943,2424
4618057,TN,Dickson,36.077,-87.38779,15359
4618507,TN,Dodson Branch,36.31256,-85.5322,1074
4618921,TN,Dover,36.48783,-87.83836,1457
4618939,TN,Dowelltown,36.01506,-85.9436,362
4618964,TN,Doyle,35.85312,-85.51248,545
4619013,TN,Dresden,36.29145,-88.70811,2898
4619405,TN,Ducktown,35.03591,-84.3827,453
4619629,TN,Dunlap,35.37146,-85.39052,5108
4619758,TN,Dyer,36.06673,-88.99395,2274
4619800,TN,Dyersburg,36.03452,-89.38563,16781
4619893,TN,Eagleton Village,35.79508,-83.93185,5052
4619895,TN,Eagleville,35.74173,-86.64972,651
4619943,TN,East Brainerd,34.99591,-85.15023,15114
4619947,TN,East Chattanooga,35.06535,-85.24912,154024
4619955,TN,East Cleveland,35.16091,-84.85772,1608
4620131,TN,East Ridge,35.01424,-85.2519,20979
4620252,TN,Eastview,35.07564,-88.54533,697
4620611,TN,Elgin,36.3323,-84.60633,282
4620634,TN,Elizabethton,36.34872,-82.21069,13772
4620702,TN,Elkton,35.05231,-86.88862,565
4620732,TN,Ellendale,35.23064,-89.82592,25882
4621002,TN,Englewood,35.42452,-84.48743,1529
4621003,TN,Englewood,36.36673,-89.15479,1611
4621075,TN,Enville,35.3848,-88.42754,191
4621108,TN,Erin,36.31839,-87.69474,1295
4621130,TN,Erwin,36.14511,-82.41681,5979
4621187,TN,Ethridge,35.32369,-87.30363,474
4621192,TN,Estill Springs,35.27064,-86.12804,2044
4621196,TN,Etowah,35.32341,-84.52493,3500
4621240,TN,Eva,36.0645,-88.0042,293
4621418,TN,Fair Garden,35.90231,-83.41294,529
4621437,TN,Fairfield,36.61976,-86.34555,131
4621447,TN,Fairfield Glade,36.00035,-84.88634,6989
4621469,TN,Fairmount,35.18146,-85.32357,2825
4621470,TN,Fairmount,36.58511,-82.17097,2600
4621503,TN,Fairview,35.98201,-87.1214,8331
4621694,TN,Fall Branch,36.41816,-82.62376,1291
4621745,TN,Falling Water,35.20312,-85.25357,1232
4621846,TN,Farragut,35.88452,-84.15353,21919
4621915,TN,Fayetteville,35.15203,-86.57055,7121
4622096,TN,Fincastle,36.4098,-84.0477,1618
4622112,TN,Finger,35.35841,-88.59894,297
4622833,TN,Flintville,35.06259,-86.41971,627
4623039,TN,Forest Hills,36.06839,-86.84417,5039
4623560,TN,Franklin,35.92506,-86.86889,72639
4623805,TN,Friendship,35.90896,-89.24535,668
4623879,TN,Friendsville,35.76036,-84.13575,920
4624086,TN,Gadsden,35.7759,-88.99006,469
4624116,TN,Gainesboro,36.35561,-85.65887,955
4624172,TN,Gallaway,35.32592,-89.61619,658
4624180,TN,Gallatin,36.38838,-86.44666,34334
4624293,TN,Garland,35.85814,-84.10825,320
4624294,TN,Garland,35.58841,-89.75258,309
4624417,TN,Gates,35.83841,-89.40618,627
4624443,TN,Gatlinburg,35.71453,-83.51189,4184
4624601,TN,Germantown,35.08676,-89.81009,39240
4624652,TN,Gibson,35.87535,-88.84673,374
4624828,TN,Gilt Edge,35.55119,-89.82453,476
4624940,TN,Gleason,36.21367,-88.61255,1407
4625282,TN,Goodlettsville,36.32311,-86.71333,16994
4625418,TN,Gordonsville,36.17256,-85.92971,1204
4625521,TN,Graball,36.48254,-86.43805,236
4625644,TN,Grand Junction,35.04898,-89.18701,303
4625945,TN,Gray,36.41983,-82.47654,1222
4626029,TN,Graysville,35.44701,-85.0844,1515
4626181,TN,Green Hill,36.22283,-86.54944,6618
4626275,TN,Greenback,35.66119,-84.17214,1110
4626286,TN,Greenbrier,36.42755,-86.80472,6745
4626334,TN,Greeneville,36.16316,-82.83099,15094
4626344,TN,Greenfield,36.1534,-88.80062,2120
4626617,TN,Grimsley,36.26701,-84.9844,1167
4626739,TN,Gruetli-Laager,35.3723,-85.61803,1776
4626933,TN,Guys,35.03481,-88.55866,464
4627194,TN,Halls,35.87563,-89.39618,2178
4627863,TN,Harriman,35.93396,-84.55244,6224
4627983,TN,Harrison,35.11368,-85.13801,7769
4628044,TN,Harrogate,36.5823,-83.65686,4388
4628109,TN,Hartsville,36.39088,-86.16721,2435
4628617,TN,Helenwood,36.4298,-84.54411,865
4628695,TN,Henderson,35.43924,-88.64144,6552
4628735,TN,Hendersonville,36.30477,-86.62,56018
4628800,TN,Henning,35.67286,-89.57341,916
4628806,TN,Henry,36.20395,-88.41977,467
4628929,TN,Hermitage,36.19617,-86.6225,37814
4629200,TN,Hickory Valley,35.1537,-89.12784,93
4629217,TN,Hickory Withe,35.24398,-89.58869,2973
4629660,TN,Hillsboro,35.41258,-85.97026,450
4629986,TN,Hohenwald,35.54785,-87.55196,3667
4630114,TN,Hollow Rock,36.03812,-88.27366,697
4630564,TN,Hopewell,35.23479,-84.888,1874
4630711,TN,Hornbeak,36.33118,-89.29646,409
4630750,TN,Hornsby,35.22758,-88.8295,280
4631291,TN,Humboldt,35.81979,-88.9159,8313
4631357,TN,Hunter,36.3623,-84.14048,1697
4631358,TN,Hunter,36.37178,-82.15874,1854
4631422,TN,Huntingdon,36.00062,-88.42811,3926
4631435,TN,Huntland,35.0512,-86.26971,855
4631443,TN,Huntsville,36.4098,-84.49049,1233
4631445,TN,Huntsville,35.77702,-84.28242,998
4632320,TN,Iron City,35.02397,-87.58141,328
4632591,TN,Jacksboro,36.33008,-84.18382,1951
4632595,TN,Jackson,35.61452,-88.81395,66975
4632852,TN,Jamestown,36.42757,-84.93189,1947
4632892,TN,Jasper,35.07424,-85.62608,3312
4632959,TN,Jefferson City,36.12231,-83.4924,8504
4632967,TN,Jellico,36.58786,-84.12687,2262
4633419,TN,Johnson City,36.31344,-82.35347,66027
4633573,TN,Johnsonville,36.06006,-87.95281,1748
4633848,TN,Jonesborough,36.29427,-82.47348,5291
4634352,TN,Kenton,36.20229,-89.01229,1224
4634474,TN,Kimball,35.04786,-85.67191,1401
4634662,TN,Kingsport,36.54843,-82.56182,53014
4634671,TN,Kingston,35.88091,-84.50854,5846
4634683,TN,Kingston Springs,36.102,-87.11501,2770
4634946,TN,Knoxville,35.96064,-83.92074,185291
4635028,TN,La Grange,35.04537,-89.24368,131
4635031,TN,La Vergne,36.01562,-86.58194,34794
4635037,TN,LaFollette,36.38286,-84.11993,7456
4635093,TN,Lafayette,36.52116,-86.02637,4991
4635094,TN,Lafayette,36.18589,-85.71609,4078
4635130,TN,Rocky Top,36.21786,-84.15465,1781
4635233,TN,Lake Tansi,35.87285,-85.0544,3803
4635268,TN,Lakeland,35.23064,-89.74036,12553
4635304,TN,Lakesite,35.20868,-85.1269,1865
4635340,TN,Lakewood,36.24311,-86.63555,2302
4635849,TN,Lawrenceburg,35.2423,-87.33474,10569
4636045,TN,Lebanon,36.20811,-86.2911,30262
4636285,TN,Lenoir City,35.7973,-84.25603,9091
4636442,TN,Lewisburg,35.44924,-86.78889,11480
4636463,TN,Lexington,35.6509,-88.39338,7822
4636474,TN,Liberty,36.00673,-85.96777,316
4636915,TN,Linden,35.61729,-87.83947,908
4637626,TN,Livingston,36.3834,-85.32302,4071
4637659,TN,Lobelville,35.77201,-87.78391,898
4637831,TN,Lone Oak,35.20063,-85.36413,1206
4638144,TN,Lookout Mountain,34.99424,-85.3494,1884
4638201,TN,Loretto,35.07786,-87.43974,1747
4638278,TN,Loudon,35.73285,-84.33381,5731
4638308,TN,Louisville,35.82175,-84.04796,4092
4638738,TN,Luttrell,36.19953,-83.74185,1082
4638759,TN,Lyles,35.91979,-87.34501,734
4638782,TN,Lynchburg,35.28314,-86.37416,6132
4638819,TN,Lynnville,35.37674,-87.00612,297
4639072,TN,Madisonville,35.5198,-84.36353,4783
4639224,TN,Manchester,35.48174,-86.0886,10517
4639684,TN,Martin,36.3434,-88.85034,10959
4639848,TN,Maryville,35.75647,-83.97046,28464
4639859,TN,Mascot,36.0612,-83.74573,2411
4639871,TN,Mason,35.41175,-89.53285,1597
4640037,TN,Maury City,35.8148,-89.22562,675
4640160,TN,Maynardville,36.25064,-83.79741,2355
4640569,TN,McEwen,36.10784,-87.63307,1703
4640736,TN,McKenzie,36.13256,-88.51866,5296
4640830,TN,McLemoresville,35.98729,-88.5745,344
4640882,TN,McMinnville,35.6834,-85.76998,13759
4641110,TN,Medina,35.80285,-88.77478,4124
4641123,TN,Medon,35.4573,-88.86867,173
4641239,TN,Memphis,35.14953,-90.04898,633104
4641380,TN,Michie,35.0562,-88.43532,589
4641495,TN,Middle Valley,35.1959,-85.18468,12684
4641517,TN,Middleton,35.06453,-88.89089,660
4641562,TN,Midway,36.30011,-82.42375,2491
4641586,TN,Midtown,35.87952,-84.5641,1360
4641630,TN,Milan,35.91979,-88.75895,7813
4641833,TN,Milledgeville,35.37286,-88.36754,265
4641974,TN,Millersville,36.37116,-86.71,6700
4641998,TN,Millington,35.34147,-89.89731,11027
4642141,TN,Minor Hill,35.05536,-87.15751,527
4642263,TN,Mitchellville,36.63199,-86.54083,200
4642403,TN,Monteagle,35.24008,-85.8397,1177
4642410,TN,Monterey,36.14756,-85.2683,2860
4642680,TN,Mooresburg,36.34648,-83.22823,941
4642914,TN,Morrison,35.60285,-85.91971,699
4642938,TN,Morristown,36.21398,-83.29489,29478
4642988,TN,Moscow,35.06203,-89.40396,532
4643005,TN,Mosheim,36.18954,-82.95849,2343
4643150,TN,Mount Carmel,35.49785,-88.00781,5298
4643153,TN,Mount Carmel,36.54538,-82.66099,5425
4643336,TN,Mount Juliet,36.20005,-86.51861,31540
4643578,TN,Mount Pleasant,35.53424,-87.20695,4790
4643953,TN,Mountain City,36.47456,-81.80484,2475
4644282,TN,Munford,35.44925,-89.81508,6108
4644312,TN,Murfreesboro,35.84562,-86.39027,126118
4644585,TN,Nashville,36.16589,-86.78444,689447
4645008,TN,New Deal,36.51727,-86.56361,368
4645099,TN,New Hope,35.00508,-85.6583,1067
4645255,TN,New Johnsonville,36.02117,-87.96698,1897
4645293,TN,New Market,36.10398,-83.55268,1365
4645421,TN,New South Memphis,35.08676,-90.05676,641608
4645422,TN,New Tazewell,36.44258,-83.59963,2957
4645435,TN,New Union,35.53258,-86.08082,1431
4645498,TN,Newbern,36.11285,-89.26174,3336
4645532,TN,Newport,35.96704,-83.18766,6834
4645658,TN,Niota,35.51341,-84.54521,718
4645738,TN,Nolensville,35.95229,-86.66944,6939
4645791,TN,Normandy,35.45202,-86.25999,148
4645799,TN,Norris,36.19563,-84.06797,1651
4646332,TN,Oak Grove,36.5706,-86.37999,231
4646335,TN,Oak Grove,36.41177,-82.42459,4425
4646498,TN,Oak Hill,36.08784,-86.78305,4700
4646571,TN,Oak Ridge,36.01036,-84.26964,29302
4646605,TN,Oakdale,35.98563,-84.55327,216
4646637,TN,Oakland,35.22898,-89.51508,7488
4646772,TN,Obion,36.25896,-89.19174,1074
4647268,TN,Olivet,35.21425,-88.20031,1350
4647282,TN,Oliver Springs,36.04452,-84.34437,3237
4647287,TN,Oneida,36.49813,-84.51272,3709
4647313,TN,Ooltewah,35.07507,-85.06217,687
4647405,TN,Orlinda,36.60088,-86.71666,887
4647409,TN,Orme,35.01203,-85.8047,123
4647809,TN,Palmer,35.35118,-85.56775,662
4647963,TN,Paris,36.302,-88.32671,10150
4647992,TN,Park City,35.08203,-86.57111,2442
4648077,TN,Parker Crossroads,35.79368,-88.39088,241
4648203,TN,Parrottsville,36.00927,-83.09238,261
4648217,TN,Parsons,35.64979,-88.1267,2337
4648637,TN,Pegram,36.10061,-87.05112,2108
4648641,TN,Pelham,35.31008,-85.88081,403
4648917,TN,Petersburg,35.3198,-86.6375,548
4648935,TN,Petros,36.09591,-84.44243,583
4649014,TN,Philadelphia,35.67952,-84.40381,688
4649251,TN,Pigeon Forge,35.78842,-83.55433,6171
4649295,TN,Pikeville,35.60562,-85.18885,1636
4649400,TN,Pine Crest,36.27619,-84.12881,2633
4649401,TN,Pine Crest,36.29927,-82.31792,2388
4649783,TN,Piperton,35.04509,-89.62175,1629
4649867,TN,Pittman Center,35.75926,-83.39599,565
4650062,TN,Pleasant Hill,36.13311,-88.16726,600
4650064,TN,Pleasant Hill,35.97646,-85.19385,563
4650295,TN,Pleasant View,36.39422,-87.03667,4295
4650946,TN,Portland,36.58171,-86.51638,12323
4651214,TN,Powells Crossroads,35.18952,-85.4858,1317
4651648,TN,Pulaski,35.1998,-87.03084,7617
4651727,TN,Puryear,36.44422,-88.33449,669
4652044,TN,Ramer,35.06953,-88.62227,318
4652341,TN,Red Bank,35.11229,-85.29413,11769
4652359,TN,Red Boiling Springs,36.53339,-85.84998,1140
4652877,TN,Riceville,35.3848,-84.69299,670
4653091,TN,Ridgely,36.2634,-89.48785,1706
4653097,TN,Ridgeside,35.036,-85.25,390
4653098,TN,Ridgetop,36.39505,-86.77944,2042
4653228,TN,Ripley,35.74536,-89.5298,8176
4653417,TN,Rives,36.35562,-89.04812,316
4653451,TN,Roan Mountain,36.19623,-82.0704,1360
4653514,TN,Robbins,36.35341,-84.58938,287
4653928,TN,Rockford,35.82758,-83.94074,858
4653999,TN,Rockwood,35.86563,-84.68494,5425
4654293,TN,Rogersville,36.40732,-83.00544,4383
4654530,TN,Rossville,35.04842,-89.54258,768
4654793,TN,Rural Hill,36.114,-86.52,2007
4654953,TN,Rutherford,36.12757,-88.9859,1109
4654984,TN,Rutledge,36.28092,-83.5149,1187
4655262,TN,Saint Joseph,35.03619,-87.50669,782
4655515,TN,Sale Creek,35.38229,-85.10884,2845
4655649,TN,Saltillo,35.37785,-88.20948,505
4655694,TN,Samburg,36.3809,-89.35479,210
4655946,TN,Sardis,35.4423,-88.29365,381
4655979,TN,Saulsbury,35.04703,-89.08784,94
4656006,TN,Savannah,35.2248,-88.2492,7027
4656259,TN,Scotts Hill,35.51507,-88.24532,984
4656442,TN,Selmer,35.17008,-88.59227,4488
4656585,TN,Sevierville,35.86815,-83.56184,16490
4656589,TN,Sewanee,35.20314,-85.92109,2311
4656630,TN,Seymour,35.89064,-83.72462,10919
4656650,TN,Shackle Island,36.3706,-86.61666,2844
4656859,TN,Sharon,36.2334,-88.82451,916
4657077,TN,Shelbyville,35.48341,-86.46027,21317
4657633,TN,Signal Mountain,35.12257,-85.34385,8528
4657662,TN,Silerton,35.34036,-88.80617,104
4658541,TN,Smithville,35.96062,-85.81415,4640
4658590,TN,Smyrna,35.98284,-86.5186,46607
4658683,TN,Sneedville,36.52981,-83.2174,1346
4658766,TN,Soddy-Daisy,35.2359,-85.19079,13171
4658802,TN,Somerville,35.2437,-89.35007,3094
4658841,TN,South Carthage,36.242,-85.95193,1334
4658861,TN,South Cleveland,35.106,-84.89,6912
4658948,TN,South Fulton,36.50089,-88.87534,2261
4659005,TN,South Pittsburg,35.0123,-85.70441,3114
4659177,TN,Sparta,35.9259,-85.46414,5096
4659233,TN,Spencer,35.74729,-85.46664,1634
4659350,TN,Spring City,35.69201,-84.86078,1995
4659446,TN,Spring Hill,35.75118,-86.93,36055
4659557,TN,Springfield,36.50921,-86.885,16808
4659625,TN,Spurgeon,36.43955,-82.4557,3957
4659791,TN,Stanton,35.4623,-89.40202,427
4659798,TN,Stantonville,35.15842,-88.42588,282
4660988,TN,Summertown,35.4348,-87.31279,866
4661041,TN,Sunbright,36.24341,-84.66994,545
4661150,TN,Surgoinsville,36.47093,-82.85183,1788
4661331,TN,Sweetwater,35.60146,-84.46104,5931
4661964,TN,Tazewell,36.45425,-83.56935,2288
4661995,TN,Telford,36.24899,-82.54515,921
4662017,TN,Tellico Plains,35.36286,-84.29409,942
4662170,TN,Tennessee Ridge,36.312,-87.77336,1329
4662519,TN,Thompson's Station,35.80201,-86.91139,3801
4662587,TN,Three Way,35.7759,-88.8595,1681
4662809,TN,Tiptonville,36.3784,-89.47202,4352
4663017,TN,Toone,35.3523,-88.95256,343
4663081,TN,Townsend,35.67537,-83.75573,452
4663110,TN,Tracy City,35.26036,-85.73608,1440
4663205,TN,Trenton,35.98062,-88.94145,4134
4663226,TN,Trezevant,36.01145,-88.62283,841
4663258,TN,Trimble,36.20312,-89.1909,623
4663367,TN,Troy,36.33868,-89.16396,1318
4663494,TN,Tullahoma,35.36202,-86.20943,19128
4663737,TN,Tusculum,36.1751,-82.75876,2666
4663928,TN,Unicoi,36.19539,-82.34958,3561
4664170,TN,Union City,36.42423,-89.05701,10573
4664218,TN,Unionville,35.62174,-86.5925,1368
4664550,TN,Vanleer,36.23506,-87.4439,402
4664777,TN,Viola,35.53841,-85.85915,133
4664815,TN,Vonore,35.59008,-84.24186,1493
4665312,TN,Walden,35.16479,-85.30135,2063
4665558,TN,Walland,35.72814,-83.81323,259
4665602,TN,Walnut Grove,35.04008,-88.05115,396
4665608,TN,Walnut Grove,36.48421,-86.61305,864
4665680,TN,Walnut Hill,36.56983,-82.2568,2394
4665727,TN,Walterhill,35.95006,-86.37777,401
4665927,TN,Wartrace,35.5273,-86.3336,659
4665933,TN,Wartburg,36.1048,-84.59716,904
4666008,TN,Watauga,36.37066,-82.2968,444
4666102,TN,Watertown,36.10034,-86.13193,1517
4666202,TN,Waverly,36.08395,-87.79475,4090
4666247,TN,Waynesboro,35.31952,-87.76225,2390
4666960,TN,Westmoreland,36.56199,-86.24804,2291
4667165,TN,White Bluff,36.10756,-87.22084,3402
4667282,TN,White House,36.47032,-86.65138,11226
4667339,TN,White Pine,36.10759,-83.28683,2244
4667530,TN,Whiteville,35.32647,-89.14951,4523
4667608,TN,Whitwell,35.20146,-85.51913,1725
4667757,TN,Wildwood Lake,35.09202,-84.85439,3124
4667766,TN,Wildwood,35.8037,-83.87129,1098
4668109,TN,Williston,35.15759,-89.36841,384
4668336,TN,Winchester,35.18592,-86.11221,8539
4668397,TN,Winfield,36.55591,-84.4516,951
4668717,TN,Woodbury,35.82757,-86.07166,2762
4668762,TN,Woodland Mills,36.4884,-89.11507,366
4669062,TN,Wrigley,35.9009,-87.34751,281
4669291,TN,Yorkville,36.09951,-89.11896,278
4669581,TX,Asherton,28.44193,-99.76033,1084
4669606,TX,Abbott,31.88488,-97.07334,358
4669635,TX,Abilene,32.44874,-99.73314,125182
4669672,TX,Abram,26.1998,-98.41113,2067
4669828,TX,Addison,32.96179,-96.82917,15518
4669905,TX,Agua Dulce,27.78169,-97.90861,820
4669940,TX,Aguilares,27.44864,-99.08725,21
